regional_distrito,año_lectivo,tipo,regional,distrito,valor,indicador,nivel
0701 - TENARES,2023-2024,distrito,07 - SAN FRANCISCO DE MACORIS,0701 - TENARES,90.7,promovido,SECUNDARIO
0702 - SALCEDO,2023-2024,distrito,07 - SAN FRANCISCO DE MACORIS,0702 - SALCEDO,87.4,promovido,SECUNDARIO
0703 - CASTILLO,2023-2024,distrito,07 - SAN FRANCISCO DE MACORIS,0703 - CASTILLO,86.9,promovido,SECUNDARIO
0704 - VILLA RIVA,2023-2024,distrito,07 - SAN FRANCISCO DE MACORIS,0704 - VILLA RIVA,84.8,promovido,SECUNDARIO
0705 - SAN FRANCISCO DE MACORIS SUR-E,2023-2024,distrito,07 - SAN FRANCISCO DE MACORIS,0705 - SAN FRANCISCO DE MACORIS SUR-E,82.8,promovido,SECUNDARIO
0706 - SAN FRANCISCO DE MACORIS NOR-O,2023-2024,distrito,07 - SAN FRANCISCO DE MACORIS,0706 - SAN FRANCISCO DE MACORIS NOR-O,87.7,promovido,SECUNDARIO
0707 - VILLA TAPIA,2023-2024,distrito,07 - SAN FRANCISCO DE MACORIS,0707 - VILLA TAPIA,85.8,promovido,SECUNDARIO
08 - SANTIAGO,2023-2024,regional,08 - SANTIAGO,,89.6,promovido,SECUNDARIO
0801 - SAN JOSE DE LAS MATAS,2023-2024,distrito,08 - SANTIAGO,0801 - SAN JOSE DE LAS MATAS,89.5,promovido,SECUNDARIO
0802 - JANICO,2023-2024,distrito,08 - SANTIAGO,0802 - JANICO,90.3,promovido,SECUNDARIO
0803 - SANTIAGO SUR-ESTE,2023-2024,distrito,08 - SANTIAGO,0803 - SANTIAGO SUR-ESTE,91.5,promovido,SECUNDARIO
0804 - SANTIAGO NOROESTE,2023-2024,distrito,08 - SANTIAGO,0804 - SANTIAGO NOROESTE,87.9,promovido,SECUNDARIO
0805 - SANTIAGO CENTRO-OESTE,2023-2024,distrito,08 - SANTIAGO,0805 - SANTIAGO CENTRO-OESTE,90.3,promovido,SECUNDARIO
0806 - SANTIAGO NORESTE,2023-2024,distrito,08 - SANTIAGO,0806 - SANTIAGO NORESTE,89.4,promovido,SECUNDARIO
0807 - VILLA BISONO (NAVARRETE),2023-2024,distrito,08 - SANTIAGO,0807 - VILLA BISONO (NAVARRETE),88.3,promovido,SECUNDARIO
0808 - LICEY AL MEDIO,2023-2024,distrito,08 - SANTIAGO,0808 - LICEY AL MEDIO,90.6,promovido,SECUNDARIO
0809 - TAMBORIL,2023-2024,distrito,08 - SANTIAGO,0809 - TAMBORIL,89.4,promovido,SECUNDARIO
0810 - VILLA GONZALEZ,2023-2024,distrito,08 - SANTIAGO,0810 - VILLA GONZALEZ,87.9,promovido,SECUNDARIO
09 - MAO,2023-2024,regional,09 - MAO,,88.1,promovido,SECUNDARIO
0901 - MAO,2023-2024,distrito,09 - MAO,0901 - MAO,86.4,promovido,SECUNDARIO
0902 - ESPERANZA,2023-2024,distrito,09 - MAO,0902 - ESPERANZA,88.7,promovido,SECUNDARIO
0903 - SAN IGNACIO DE SABANETA,2023-2024,distrito,09 - MAO,0903 - SAN IGNACIO DE SABANETA,92.6,promovido,SECUNDARIO
0904 - MONCION,2023-2024,distrito,09 - MAO,0904 - MONCION,85.4,promovido,SECUNDARIO
0905 - LAGUNA SALADA,2023-2024,distrito,09 - MAO,0905 - LAGUNA SALADA,85.7,promovido,SECUNDARIO
0906 - VILLA LOS ALMACIGOS,2023-2024,distrito,09 - MAO,0906 - VILLA LOS ALMACIGOS,91.2,promovido,SECUNDARIO
10 - SANTO DOMINGO,2023-2024,regional,10 - SANTO DOMINGO,,91.0,promovido,SECUNDARIO
1001 - VILLA MELLA,2023-2024,distrito,10 - SANTO DOMINGO,1001 - VILLA MELLA,88.9,promovido,SECUNDARIO
1002 - SABANA PERDIDA,2023-2024,distrito,10 - SANTO DOMINGO,1002 - SABANA PERDIDA,90.7,promovido,SECUNDARIO
1003 - SANTO DOMINGO NORESTE,2023-2024,distrito,10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,89.3,promovido,SECUNDARIO
1004 - SANTO DOMINGO ORIENTAL,2023-2024,distrito,10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,94.4,promovido,SECUNDARIO
1005 - BOCA CHICA,2023-2024,distrito,10 - SANTO DOMINGO,1005 - BOCA CHICA,89.2,promovido,SECUNDARIO
1006 - MENDOZA,2023-2024,distrito,10 - SANTO DOMINGO,1006 - MENDOZA,92.6,promovido,SECUNDARIO
1007 - SAN ANTONIO DE GUERRA,2023-2024,distrito,10 - SANTO DOMINGO,1007 - SAN ANTONIO DE GUERRA,93.8,promovido,SECUNDARIO
11 - PUERTO PLATA,2023-2024,regional,11 - PUERTO PLATA,,90.3,promovido,SECUNDARIO
1101 - SOSUA,2023-2024,distrito,11 - PUERTO PLATA,1101 - SOSUA,91.3,promovido,SECUNDARIO
1102 - PUERTO PLATA,2023-2024,distrito,11 - PUERTO PLATA,1102 - PUERTO PLATA,89.7,promovido,SECUNDARIO
1103 - IMBERT,2023-2024,distrito,11 - PUERTO PLATA,1103 - IMBERT,89.7,promovido,SECUNDARIO
1104 - LUPERON,2023-2024,distrito,11 - PUERTO PLATA,1104 - LUPERON,89.0,promovido,SECUNDARIO
1105 - ALTAMIRA,2023-2024,distrito,11 - PUERTO PLATA,1105 - ALTAMIRA,95.0,promovido,SECUNDARIO
1106 - EL MAMEY,2023-2024,distrito,11 - PUERTO PLATA,1106 - EL MAMEY,91.4,promovido,SECUNDARIO
1107 - VILLA ISABELA,2023-2024,distrito,11 - PUERTO PLATA,1107 - VILLA ISABELA,86.8,promovido,SECUNDARIO
12 - HIGUEY,2023-2024,regional,12 - HIGUEY,,86.5,promovido,SECUNDARIO
1201 - HIGUEY,2023-2024,distrito,12 - HIGUEY,1201 - HIGUEY,86.3,promovido,SECUNDARIO
1202 - SAN RAFAEL DEL YUMA,2023-2024,distrito,12 - HIGUEY,1202 - SAN RAFAEL DEL YUMA,89.0,promovido,SECUNDARIO
1203 - EL SEIBO,2023-2024,distrito,12 - HIGUEY,1203 - EL SEIBO,86.9,promovido,SECUNDARIO
1204 - MICHES,2023-2024,distrito,12 - HIGUEY,1204 - MICHES,87.1,promovido,SECUNDARIO
13 - MONTE CRISTI,2023-2024,regional,13 - MONTE CRISTI,,88.4,promovido,SECUNDARIO
1301 - MONTE CRISTI,2023-2024,distrito,13 - MONTE CRISTI,1301 - MONTE CRISTI,87.7,promovido,SECUNDARIO
1302 - GUAYUBIN,2023-2024,distrito,13 - MONTE CRISTI,1302 - GUAYUBIN,87.9,promovido,SECUNDARIO
1303 - VILLA VASQUEZ,2023-2024,distrito,13 - MONTE CRISTI,1303 - VILLA VASQUEZ,88.6,promovido,SECUNDARIO
1304 - DAJABON,2023-2024,distrito,13 - MONTE CRISTI,1304 - DAJABON,87.6,promovido,SECUNDARIO
1305 - LOMA DE CABRERA,2023-2024,distrito,13 - MONTE CRISTI,1305 - LOMA DE CABRERA,90.1,promovido,SECUNDARIO
1306 - RESTAURACION,2023-2024,distrito,13 - MONTE CRISTI,1306 - RESTAURACION,91.6,promovido,SECUNDARIO
14 - NAGUA,2023-2024,regional,14 - NAGUA,,87.8,promovido,SECUNDARIO
1401 - NAGUA,2023-2024,distrito,14 - NAGUA,1401 - NAGUA,85.8,promovido,SECUNDARIO
1402 - CABRERA,2023-2024,distrito,14 - NAGUA,1402 - CABRERA,89.4,promovido,SECUNDARIO
1403 - RIO SAN JUAN,2023-2024,distrito,14 - NAGUA,1403 - RIO SAN JUAN,85.8,promovido,SECUNDARIO
1404 - SAMANA,2023-2024,distrito,14 - NAGUA,1404 - SAMANA,88.3,promovido,SECUNDARIO
1405 - SANCHEZ,2023-2024,distrito,14 - NAGUA,1405 - SANCHEZ,91.7,promovido,SECUNDARIO
1406 - EL FACTOR,2023-2024,distrito,14 - NAGUA,1406 - EL FACTOR,89.3,promovido,SECUNDARIO
1407 - LAS TERRENAS,2023-2024,distrito,14 - NAGUA,1407 - LAS TERRENAS,85.8,promovido,SECUNDARIO
15 - SANTO DOMINGO,2023-2024,regional,15 - SANTO DOMINGO,,91.3,promovido,SECUNDARIO
1501 - LOS ALCARRIZOS,2023-2024,distrito,15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,91.5,promovido,SECUNDARIO
1502 - SANTO DOMINGO CENTRO,2023-2024,distrito,15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,88.1,promovido,SECUNDARIO
1503 - SANTO DOMINGO SURCENTRAL,2023-2024,distrito,15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,95.8,promovido,SECUNDARIO
1504 - SANTO DOMINGO NOROESTE,2023-2024,distrito,15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,92.8,promovido,SECUNDARIO
1505 - HERRERA,2023-2024,distrito,15 - SANTO DOMINGO,1505 - HERRERA,88.2,promovido,SECUNDARIO
1506 - PEDRO BRAND,2023-2024,distrito,15 - SANTO DOMINGO,1506 - PEDRO BRAND,89.0,promovido,SECUNDARIO
16 - COTUI,2023-2024,regional,16 - COTUI,,91.8,promovido,SECUNDARIO
1601 - COTUI,2023-2024,distrito,16 - COTUI,1601 - COTUI,93.4,promovido,SECUNDARIO
1602 - FANTINO,2023-2024,distrito,16 - COTUI,1602 - FANTINO,91.6,promovido,SECUNDARIO
1603 - CEVICOS,2023-2024,distrito,16 - COTUI,1603 - CEVICOS,92.2,promovido,SECUNDARIO
1604 - BONAO SUROESTE,2023-2024,distrito,16 - COTUI,1604 - BONAO SUROESTE,92.7,promovido,SECUNDARIO
1605 - PIEDRA BLANCA,2023-2024,distrito,16 - COTUI,1605 - PIEDRA BLANCA,90.7,promovido,SECUNDARIO
1606 - BONAO NORDESTE,2023-2024,distrito,16 - COTUI,1606 - BONAO NORDESTE,93.2,promovido,SECUNDARIO
1607 - VILLA LA MATA,2023-2024,distrito,16 - COTUI,1607 - VILLA LA MATA,86.2,promovido,SECUNDARIO
17 - MONTE PLATA,2023-2024,regional,17 - MONTE PLATA,,90.0,promovido,SECUNDARIO
1701 - YAMASA,2023-2024,distrito,17 - MONTE PLATA,1701 - YAMASA,89.2,promovido,SECUNDARIO
1702 - MONTE PLATA,2023-2024,distrito,17 - MONTE PLATA,1702 - MONTE PLATA,92.6,promovido,SECUNDARIO
1703 - BAYAGUANA,2023-2024,distrito,17 - MONTE PLATA,1703 - BAYAGUANA,90.5,promovido,SECUNDARIO
1704 - SABANA GRANDE DE BOYA,2023-2024,distrito,17 - MONTE PLATA,1704 - SABANA GRANDE DE BOYA,86.1,promovido,SECUNDARIO
1705 - ESPERALVILLO,2023-2024,distrito,17 - MONTE PLATA,1705 - ESPERALVILLO,91.4,promovido,SECUNDARIO
18 - BAHORUCO,2023-2024,regional,18 - BAHORUCO,,85.8,promovido,SECUNDARIO
1801 - NEYBA,2023-2024,distrito,18 - BAHORUCO,1801 - NEYBA,84.6,promovido,SECUNDARIO
1802 - TAMAYO,2023-2024,distrito,18 - BAHORUCO,1802 - TAMAYO,81.7,promovido,SECUNDARIO
1803 - VILLA JARAGUA,2023-2024,distrito,18 - BAHORUCO,1803 - VILLA JARAGUA,83.3,promovido,SECUNDARIO
1804 - JIMANI,2023-2024,distrito,18 - BAHORUCO,1804 - JIMANI,90.7,promovido,SECUNDARIO
1805 - DUVERGE,2023-2024,distrito,18 - BAHORUCO,1805 - DUVERGE,89.0,promovido,SECUNDARIO
TOTAL,2024-2025,total,,,88.1,promovido,SECUNDARIO
01 - BARAHONA,2024-2025,regional,01 - BARAHONA,,87.3,promovido,SECUNDARIO
0101 - PEDERNALES,2024-2025,distrito,01 - BARAHONA,0101 - PEDERNALES,85.7,promovido,SECUNDARIO
0102 - ENRIQUILLO,2024-2025,distrito,01 - BARAHONA,0102 - ENRIQUILLO,87.8,promovido,SECUNDARIO
0103 - BARAHONA,2024-2025,distrito,01 - BARAHONA,0103 - BARAHONA,88.2,promovido,SECUNDARIO
0104 - CABRAL,2024-2025,distrito,01 - BARAHONA,0104 - CABRAL,87.1,promovido,SECUNDARIO
0105 - VICENTE NOBLE,2024-2025,distrito,01 - BARAHONA,0105 - VICENTE NOBLE,84.8,promovido,SECUNDARIO
02 - SAN JUAN DE LA MAGUANA,2024-2025,regional,02 - SAN JUAN DE LA MAGUANA,,82.7,promovido,SECUNDARIO
0201 - COMENDADOR,2024-2025,distrito,02 - SAN JUAN DE LA MAGUANA,0201 - COMENDADOR,73.3,promovido,SECUNDARIO
0202 - PEDRO SANTANA,2024-2025,distrito,02 - SAN JUAN DE LA MAGUANA,0202 - PEDRO SANTANA,88.5,promovido,SECUNDARIO
0203 - LAS MATAS DE FARFAN,2024-2025,distrito,02 - SAN JUAN DE LA MAGUANA,0203 - LAS MATAS DE FARFAN,82.7,promovido,SECUNDARIO
0204 - EL CERCADO,2024-2025,distrito,02 - SAN JUAN DE LA MAGUANA,0204 - EL CERCADO,86.5,promovido,SECUNDARIO
0205 - SAN JUAN ESTE,2024-2025,distrito,02 - SAN JUAN DE LA MAGUANA,0205 - SAN JUAN ESTE,85.6,promovido,SECUNDARIO
0206 - SAN JUAN OESTE,2024-2025,distrito,02 - SAN JUAN DE LA MAGUANA,0206 - SAN JUAN OESTE,82.4,promovido,SECUNDARIO
0207 - HONDO VALLE,2024-2025,distrito,02 - SAN JUAN DE LA MAGUANA,0207 - HONDO VALLE,80.8,promovido,SECUNDARIO
03 - AZUA,2024-2025,regional,03 - AZUA,,87.2,promovido,SECUNDARIO
0301 - AZUA,2024-2025,distrito,03 - AZUA,0301 - AZUA,84.4,promovido,SECUNDARIO
0302 - PADRE DE LAS CASAS,2024-2025,distrito,03 - AZUA,0302 - PADRE DE LAS CASAS,88.2,promovido,SECUNDARIO
0303 - SAN JOSE DE OCOA,2024-2025,distrito,03 - AZUA,0303 - SAN JOSE DE OCOA,89.3,promovido,SECUNDARIO
0304 - BANI,2024-2025,distrito,03 - AZUA,0304 - BANI,89.6,promovido,SECUNDARIO
0305 - NIZAO,2024-2025,distrito,03 - AZUA,0305 - NIZAO,89.0,promovido,SECUNDARIO
04 - SAN CRISTOBAL,2024-2025,regional,04 - SAN CRISTOBAL,,90.0,promovido,SECUNDARIO
0401 - CAMBITA GARABITOS,2024-2025,distrito,04 - SAN CRISTOBAL,0401 - CAMBITA GARABITOS,89.9,promovido,SECUNDARIO
0402 - SAN CRISTOBAL NORTE,2024-2025,distrito,04 - SAN CRISTOBAL,0402 - SAN CRISTOBAL NORTE,86.2,promovido,SECUNDARIO
0403 - SAN CRISTOBAL SUR,2024-2025,distrito,04 - SAN CRISTOBAL,0403 - SAN CRISTOBAL SUR,91.3,promovido,SECUNDARIO
0404 - VILLA ALTAGRACIA,2024-2025,distrito,04 - SAN CRISTOBAL,0404 - VILLA ALTAGRACIA,90.6,promovido,SECUNDARIO
0405 - YAGUATE,2024-2025,distrito,04 - SAN CRISTOBAL,0405 - YAGUATE,91.9,promovido,SECUNDARIO
0406 - HAINA,2024-2025,distrito,04 - SAN CRISTOBAL,0406 - HAINA,90.7,promovido,SECUNDARIO
0407 - SAN GREGORIO DE NIGUA,2024-2025,distrito,04 - SAN CRISTOBAL,0407 - SAN GREGORIO DE NIGUA,90.7,promovido,SECUNDARIO
05 - SAN PEDRO DE MACORIS,2024-2025,regional,05 - SAN PEDRO DE MACORIS,,87.5,promovido,SECUNDARIO
0501 - SAN PEDRO DE MACORIS ESTE,2024-2025,distrito,05 - SAN PEDRO DE MACORIS,0501 - SAN PEDRO DE MACORIS ESTE,88.7,promovido,SECUNDARIO
0502 - SAN PEDRO DE MACORIS OESTE,2024-2025,distrito,05 - SAN PEDRO DE MACORIS,0502 - SAN PEDRO DE MACORIS OESTE,87.9,promovido,SECUNDARIO
0503 - LA ROMANA,2024-2025,distrito,05 - SAN PEDRO DE MACORIS,0503 - LA ROMANA,88.8,promovido,SECUNDARIO
0504 - HATO MAYOR,2024-2025,distrito,05 - SAN PEDRO DE MACORIS,0504 - HATO MAYOR,85.8,promovido,SECUNDARIO
0505 - SABANA DE LA MAR,2024-2025,distrito,05 - SAN PEDRO DE MACORIS,0505 - SABANA DE LA MAR,84.7,promovido,SECUNDARIO
0506 - CONSUELO,2024-2025,distrito,05 - SAN PEDRO DE MACORIS,0506 - CONSUELO,86.0,promovido,SECUNDARIO
0507 - SAN JOSE DE LOS LLANOS,2024-2025,distrito,05 - SAN PEDRO DE MACORIS,0507 - SAN JOSE DE LOS LLANOS,85.3,promovido,SECUNDARIO
0508 - QUISQUEYA,2024-2025,distrito,05 - SAN PEDRO DE MACORIS,0508 - QUISQUEYA,83.4,promovido,SECUNDARIO
0509 - EL VALLE,2024-2025,distrito,05 - SAN PEDRO DE MACORIS,0509 - EL VALLE,89.8,promovido,SECUNDARIO
0510 - GUAYMATE,2024-2025,distrito,05 - SAN PEDRO DE MACORIS,0510 - GUAYMATE,87.4,promovido,SECUNDARIO
0511 - VILLA HERMOSA,2024-2025,distrito,05 - SAN PEDRO DE MACORIS,0511 - VILLA HERMOSA,86.9,promovido,SECUNDARIO
06 - LA VEGA,2024-2025,regional,06 - LA VEGA,,89.5,promovido,SECUNDARIO
0601 - JOSE CONTRERAS,2024-2025,distrito,06 - LA VEGA,0601 - JOSE CONTRERAS,95.1,promovido,SECUNDARIO
0602 - CONSTANZA,2024-2025,distrito,06 - LA VEGA,0602 - CONSTANZA,92.4,promovido,SECUNDARIO
0603 - JARABACOA,2024-2025,distrito,06 - LA VEGA,0603 - JARABACOA,91.4,promovido,SECUNDARIO
0604 - LA VEGA OESTE,2024-2025,distrito,06 - LA VEGA,0604 - LA VEGA OESTE,90.7,promovido,SECUNDARIO
0605 - LA VEGA ESTE,2024-2025,distrito,06 - LA VEGA,0605 - LA VEGA ESTE,89.8,promovido,SECUNDARIO
0606 - MOCA,2024-2025,distrito,06 - LA VEGA,0606 - MOCA,88.1,promovido,SECUNDARIO
0607 - GASPAR HERNANDEZ,2024-2025,distrito,06 - LA VEGA,0607 - GASPAR HERNANDEZ,88.0,promovido,SECUNDARIO
0608 - JAMAO AL NORTE,2024-2025,distrito,06 - LA VEGA,0608 - JAMAO AL NORTE,90.6,promovido,SECUNDARIO
0609 - SAN VICTOR,2024-2025,distrito,06 - LA VEGA,0609 - SAN VICTOR,85.2,promovido,SECUNDARIO
0610 - JIMA ABAJO,2024-2025,distrito,06 - LA VEGA,0610 - JIMA ABAJO,83.2,promovido,SECUNDARIO
07 - SAN FRANCISCO DE MACORIS,2024-2025,regional,07 - SAN FRANCISCO DE MACORIS,,84.8,promovido,SECUNDARIO
0701 - TENARES,2024-2025,distrito,07 - SAN FRANCISCO DE MACORIS,0701 - TENARES,88.3,promovido,SECUNDARIO
0702 - SALCEDO,2024-2025,distrito,07 - SAN FRANCISCO DE MACORIS,0702 - SALCEDO,86.5,promovido,SECUNDARIO
0703 - CASTILLO,2024-2025,distrito,07 - SAN FRANCISCO DE MACORIS,0703 - CASTILLO,83.6,promovido,SECUNDARIO
0704 - VILLA RIVA,2024-2025,distrito,07 - SAN FRANCISCO DE MACORIS,0704 - VILLA RIVA,83.9,promovido,SECUNDARIO
0705 - SAN FRANCISCO DE MACORIS SUR-E,2024-2025,distrito,07 - SAN FRANCISCO DE MACORIS,0705 - SAN FRANCISCO DE MACORIS SUR-E,82.3,promovido,SECUNDARIO
0706 - SAN FRANCISCO DE MACORIS NOR-O,2024-2025,distrito,07 - SAN FRANCISCO DE MACORIS,0706 - SAN FRANCISCO DE MACORIS NOR-O,86.5,promovido,SECUNDARIO
0707 - VILLA TAPIA,2024-2025,distrito,07 - SAN FRANCISCO DE MACORIS,0707 - VILLA TAPIA,85.3,promovido,SECUNDARIO
08 - SANTIAGO,2024-2025,regional,08 - SANTIAGO,,86.8,promovido,SECUNDARIO
0801 - SAN JOSE DE LAS MATAS,2024-2025,distrito,08 - SANTIAGO,0801 - SAN JOSE DE LAS MATAS,85.7,promovido,SECUNDARIO
0802 - JANICO,2024-2025,distrito,08 - SANTIAGO,0802 - JANICO,87.7,promovido,SECUNDARIO
0803 - SANTIAGO SUR-ESTE,2024-2025,distrito,08 - SANTIAGO,0803 - SANTIAGO SUR-ESTE,90.0,promovido,SECUNDARIO
0804 - SANTIAGO NOROESTE,2024-2025,distrito,08 - SANTIAGO,0804 - SANTIAGO NOROESTE,85.4,promovido,SECUNDARIO
0805 - SANTIAGO CENTRO-OESTE,2024-2025,distrito,08 - SANTIAGO,0805 - SANTIAGO CENTRO-OESTE,86.8,promovido,SECUNDARIO
0806 - SANTIAGO NORESTE,2024-2025,distrito,08 - SANTIAGO,0806 - SANTIAGO NORESTE,85.7,promovido,SECUNDARIO
0807 - VILLA BISONO (NAVARRETE),2024-2025,distrito,08 - SANTIAGO,0807 - VILLA BISONO (NAVARRETE),83.9,promovido,SECUNDARIO
0808 - LICEY AL MEDIO,2024-2025,distrito,08 - SANTIAGO,0808 - LICEY AL MEDIO,87.1,promovido,SECUNDARIO
0809 - TAMBORIL,2024-2025,distrito,08 - SANTIAGO,0809 - TAMBORIL,86.5,promovido,SECUNDARIO
0810 - VILLA GONZALEZ,2024-2025,distrito,08 - SANTIAGO,0810 - VILLA GONZALEZ,85.1,promovido,SECUNDARIO
09 - MAO,2024-2025,regional,09 - MAO,,85.1,promovido,SECUNDARIO
0901 - MAO,2024-2025,distrito,09 - MAO,0901 - MAO,83.4,promovido,SECUNDARIO
0902 - ESPERANZA,2024-2025,distrito,09 - MAO,0902 - ESPERANZA,84.6,promovido,SECUNDARIO
0903 - SAN IGNACIO DE SABANETA,2024-2025,distrito,09 - MAO,0903 - SAN IGNACIO DE SABANETA,90.2,promovido,SECUNDARIO
0904 - MONCION,2024-2025,distrito,09 - MAO,0904 - MONCION,82.2,promovido,SECUNDARIO
0905 - LAGUNA SALADA,2024-2025,distrito,09 - MAO,0905 - LAGUNA SALADA,85.2,promovido,SECUNDARIO
0906 - VILLA LOS ALMACIGOS,2024-2025,distrito,09 - MAO,0906 - VILLA LOS ALMACIGOS,87.2,promovido,SECUNDARIO
10 - SANTO DOMINGO,2024-2025,regional,10 - SANTO DOMINGO,,89.6,promovido,SECUNDARIO
1001 - VILLA MELLA,2024-2025,distrito,10 - SANTO DOMINGO,1001 - VILLA MELLA,86.5,promovido,SECUNDARIO
1002 - SABANA PERDIDA,2024-2025,distrito,10 - SANTO DOMINGO,1002 - SABANA PERDIDA,90.0,promovido,SECUNDARIO
1003 - SANTO DOMINGO NORESTE,2024-2025,distrito,10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,88.3,promovido,SECUNDARIO
1004 - SANTO DOMINGO ORIENTAL,2024-2025,distrito,10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,93.1,promovido,SECUNDARIO
1005 - BOCA CHICA,2024-2025,distrito,10 - SANTO DOMINGO,1005 - BOCA CHICA,88.2,promovido,SECUNDARIO
1006 - MENDOZA,2024-2025,distrito,10 - SANTO DOMINGO,1006 - MENDOZA,90.9,promovido,SECUNDARIO
1007 - SAN ANTONIO DE GUERRA,2024-2025,distrito,10 - SANTO DOMINGO,1007 - SAN ANTONIO DE GUERRA,92.7,promovido,SECUNDARIO
11 - PUERTO PLATA,2024-2025,regional,11 - PUERTO PLATA,,87.5,promovido,SECUNDARIO
1101 - SOSUA,2024-2025,distrito,11 - PUERTO PLATA,1101 - SOSUA,88.0,promovido,SECUNDARIO
1102 - PUERTO PLATA,2024-2025,distrito,11 - PUERTO PLATA,1102 - PUERTO PLATA,86.7,promovido,SECUNDARIO
1103 - IMBERT,2024-2025,distrito,11 - PUERTO PLATA,1103 - IMBERT,88.9,promovido,SECUNDARIO
1104 - LUPERON,2024-2025,distrito,11 - PUERTO PLATA,1104 - LUPERON,87.2,promovido,SECUNDARIO
1105 - ALTAMIRA,2024-2025,distrito,11 - PUERTO PLATA,1105 - ALTAMIRA,92.5,promovido,SECUNDARIO
1106 - EL MAMEY,2024-2025,distrito,11 - PUERTO PLATA,1106 - EL MAMEY,90.2,promovido,SECUNDARIO
1107 - VILLA ISABELA,2024-2025,distrito,11 - PUERTO PLATA,1107 - VILLA ISABELA,83.3,promovido,SECUNDARIO
12 - HIGUEY,2024-2025,regional,12 - HIGUEY,,83.8,promovido,SECUNDARIO
1201 - HIGUEY,2024-2025,distrito,12 - HIGUEY,1201 - HIGUEY,83.2,promovido,SECUNDARIO
1202 - SAN RAFAEL DEL YUMA,2024-2025,distrito,12 - HIGUEY,1202 - SAN RAFAEL DEL YUMA,88.7,promovido,SECUNDARIO
1203 - EL SEIBO,2024-2025,distrito,12 - HIGUEY,1203 - EL SEIBO,86.3,promovido,SECUNDARIO
1204 - MICHES,2024-2025,distrito,12 - HIGUEY,1204 - MICHES,81.2,promovido,SECUNDARIO
13 - MONTE CRISTI,2024-2025,regional,13 - MONTE CRISTI,,86.6,promovido,SECUNDARIO
1301 - MONTE CRISTI,2024-2025,distrito,13 - MONTE CRISTI,1301 - MONTE CRISTI,85.4,promovido,SECUNDARIO
1302 - GUAYUBIN,2024-2025,distrito,13 - MONTE CRISTI,1302 - GUAYUBIN,89.3,promovido,SECUNDARIO
1303 - VILLA VASQUEZ,2024-2025,distrito,13 - MONTE CRISTI,1303 - VILLA VASQUEZ,82.9,promovido,SECUNDARIO
1304 - DAJABON,2024-2025,distrito,13 - MONTE CRISTI,1304 - DAJABON,84.4,promovido,SECUNDARIO
1305 - LOMA DE CABRERA,2024-2025,distrito,13 - MONTE CRISTI,1305 - LOMA DE CABRERA,90.7,promovido,SECUNDARIO
1306 - RESTAURACION,2024-2025,distrito,13 - MONTE CRISTI,1306 - RESTAURACION,89.3,promovido,SECUNDARIO
14 - NAGUA,2024-2025,regional,14 - NAGUA,,86.0,promovido,SECUNDARIO
1401 - NAGUA,2024-2025,distrito,14 - NAGUA,1401 - NAGUA,83.1,promovido,SECUNDARIO
1402 - CABRERA,2024-2025,distrito,14 - NAGUA,1402 - CABRERA,90.5,promovido,SECUNDARIO
1403 - RIO SAN JUAN,2024-2025,distrito,14 - NAGUA,1403 - RIO SAN JUAN,81.2,promovido,SECUNDARIO
1404 - SAMANA,2024-2025,distrito,14 - NAGUA,1404 - SAMANA,86.9,promovido,SECUNDARIO
1405 - SANCHEZ,2024-2025,distrito,14 - NAGUA,1405 - SANCHEZ,92.2,promovido,SECUNDARIO
1406 - EL FACTOR,2024-2025,distrito,14 - NAGUA,1406 - EL FACTOR,82.2,promovido,SECUNDARIO
1407 - LAS TERRENAS,2024-2025,distrito,14 - NAGUA,1407 - LAS TERRENAS,86.5,promovido,SECUNDARIO
15 - SANTO DOMINGO,2024-2025,regional,15 - SANTO DOMINGO,,89.7,promovido,SECUNDARIO
1501 - LOS ALCARRIZOS,2024-2025,distrito,15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,89.7,promovido,SECUNDARIO
1502 - SANTO DOMINGO CENTRO,2024-2025,distrito,15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,85.3,promovido,SECUNDARIO
1503 - SANTO DOMINGO SURCENTRAL,2024-2025,distrito,15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,95.0,promovido,SECUNDARIO
1504 - SANTO DOMINGO NOROESTE,2024-2025,distrito,15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,90.3,promovido,SECUNDARIO
1505 - HERRERA,2024-2025,distrito,15 - SANTO DOMINGO,1505 - HERRERA,87.0,promovido,SECUNDARIO
1506 - PEDRO BRAND,2024-2025,distrito,15 - SANTO DOMINGO,1506 - PEDRO BRAND,89.1,promovido,SECUNDARIO
16 - COTUI,2024-2025,regional,16 - COTUI,,90.2,promovido,SECUNDARIO
