regional_distrito,año_lectivo,tipo,regional,distrito,valor,indicador,nivel
0905 - LAGUNA SALADA,2022-2023,distrito,09 - MAO,0905 - LAGUNA SALADA,0.7,abandono,INICIAL
0906 - VILLA LOS ALMACIGOS,2022-2023,distrito,09 - MAO,0906 - VILLA LOS ALMACIGOS,0.4,abandono,INICIAL
10 - SANTO DOMINGO,2022-2023,regional,10 - SANTO DOMINGO,,1.4,abandono,INICIAL
1001 - VILLA MELLA,2022-2023,distrito,10 - SANTO DOMINGO,1001 - VILLA MELLA,1.1,abandono,INICIAL
1002 - SABANA PERDIDA,2022-2023,distrito,10 - SANTO DOMINGO,1002 - SABANA PERDIDA,1.5,abandono,INICIAL
1003 - SANTO DOMINGO NORESTE,2022-2023,distrito,10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,1.8,abandono,INICIAL
1004 - SANTO DOMINGO ORIENTAL,2022-2023,distrito,10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,1.1,abandono,INICIAL
1005 - BOCA CHICA,2022-2023,distrito,10 - SANTO DOMINGO,1005 - BOCA CHICA,1.5,abandono,INICIAL
1006 - MENDOZA,2022-2023,distrito,10 - SANTO DOMINGO,1006 - MENDOZA,1.7,abandono,INICIAL
1007 - SAN ANTONIO DE GUERRA,2022-2023,distrito,10 - SANTO DOMINGO,1007 - SAN ANTONIO DE GUERRA,1.7,abandono,INICIAL
11 - PUERTO PLATA,2022-2023,regional,11 - PUERTO PLATA,,2.0,abandono,INICIAL
1101 - SOSUA,2022-2023,distrito,11 - PUERTO PLATA,1101 - SOSUA,1.5,abandono,INICIAL
1102 - PUERTO PLATA,2022-2023,distrito,11 - PUERTO PLATA,1102 - PUERTO PLATA,3.0,abandono,INICIAL
1103 - IMBERT,2022-2023,distrito,11 - PUERTO PLATA,1103 - IMBERT,1.0,abandono,INICIAL
1104 - LUPERON,2022-2023,distrito,11 - PUERTO PLATA,1104 - LUPERON,0.6,abandono,INICIAL
1105 - ALTAMIRA,2022-2023,distrito,11 - PUERTO PLATA,1105 - ALTAMIRA,0.8,abandono,INICIAL
1106 - EL MAMEY,2022-2023,distrito,11 - PUERTO PLATA,1106 - EL MAMEY,0.0,abandono,INICIAL
1107 - VILLA ISABELA,2022-2023,distrito,11 - PUERTO PLATA,1107 - VILLA ISABELA,0.0,abandono,INICIAL
12 - HIGUEY,2022-2023,regional,12 - HIGUEY,,2.2,abandono,INICIAL
1201 - HIGUEY,2022-2023,distrito,12 - HIGUEY,1201 - HIGUEY,2.4,abandono,INICIAL
1202 - SAN RAFAEL DEL YUMA,2022-2023,distrito,12 - HIGUEY,1202 - SAN RAFAEL DEL YUMA,1.3,abandono,INICIAL
1203 - EL SEIBO,2022-2023,distrito,12 - HIGUEY,1203 - EL SEIBO,1.4,abandono,INICIAL
1204 - MICHES,2022-2023,distrito,12 - HIGUEY,1204 - MICHES,1.8,abandono,INICIAL
13 - MONTE CRISTI,2022-2023,regional,13 - MONTE CRISTI,,1.8,abandono,INICIAL
1301 - MONTE CRISTI,2022-2023,distrito,13 - MONTE CRISTI,1301 - MONTE CRISTI,2.9,abandono,INICIAL
1302 - GUAYUBIN,2022-2023,distrito,13 - MONTE CRISTI,1302 - GUAYUBIN,1.7,abandono,INICIAL
1303 - VILLA VASQUEZ,2022-2023,distrito,13 - MONTE CRISTI,1303 - VILLA VASQUEZ,1.0,abandono,INICIAL
1304 - DAJABON,2022-2023,distrito,13 - MONTE CRISTI,1304 - DAJABON,0.8,abandono,INICIAL
1305 - LOMA DE CABRERA,2022-2023,distrito,13 - MONTE CRISTI,1305 - LOMA DE CABRERA,3.8,abandono,INICIAL
1306 - RESTAURACION,2022-2023,distrito,13 - MONTE CRISTI,1306 - RESTAURACION,0.0,abandono,INICIAL
14 - NAGUA,2022-2023,regional,14 - NAGUA,,0.9,abandono,INICIAL
1401 - NAGUA,2022-2023,distrito,14 - NAGUA,1401 - NAGUA,0.8,abandono,INICIAL
1402 - CABRERA,2022-2023,distrito,14 - NAGUA,1402 - CABRERA,1.0,abandono,INICIAL
1403 - RIO SAN JUAN,2022-2023,distrito,14 - NAGUA,1403 - RIO SAN JUAN,0.2,abandono,INICIAL
1404 - SAMANA,2022-2023,distrito,14 - NAGUA,1404 - SAMANA,0.2,abandono,INICIAL
1405 - SANCHEZ,2022-2023,distrito,14 - NAGUA,1405 - SANCHEZ,0.2,abandono,INICIAL
1406 - EL FACTOR,2022-2023,distrito,14 - NAGUA,1406 - EL FACTOR,2.4,abandono,INICIAL
1407 - LAS TERRENAS,2022-2023,distrito,14 - NAGUA,1407 - LAS TERRENAS,1.9,abandono,INICIAL
15 - SANTO DOMINGO,2022-2023,regional,15 - SANTO DOMINGO,,2.0,abandono,INICIAL
1501 - LOS ALCARRIZOS,2022-2023,distrito,15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,2.6,abandono,INICIAL
1502 - SANTO DOMINGO CENTRO,2022-2023,distrito,15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,2.8,abandono,INICIAL
1503 - SANTO DOMINGO SURCENTRAL,2022-2023,distrito,15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,0.7,abandono,INICIAL
1504 - SANTO DOMINGO NOROESTE,2022-2023,distrito,15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,1.8,abandono,INICIAL
1505 - HERRERA,2022-2023,distrito,15 - SANTO DOMINGO,1505 - HERRERA,2.4,abandono,INICIAL
1506 - PEDRO BRAND,2022-2023,distrito,15 - SANTO DOMINGO,1506 - PEDRO BRAND,1.0,abandono,INICIAL
16 - COTUI,2022-2023,regional,16 - COTUI,,1.0,abandono,INICIAL
1601 - COTUI,2022-2023,distrito,16 - COTUI,1601 - COTUI,0.6,abandono,INICIAL
1602 - FANTINO,2022-2023,distrito,16 - COTUI,1602 - FANTINO,0.8,abandono,INICIAL
1603 - CEVICOS,2022-2023,distrito,16 - COTUI,1603 - CEVICOS,0.2,abandono,INICIAL
1604 - BONAO SUROESTE,2022-2023,distrito,16 - COTUI,1604 - BONAO SUROESTE,1.1,abandono,INICIAL
1605 - PIEDRA BLANCA,2022-2023,distrito,16 - COTUI,1605 - PIEDRA BLANCA,0.9,abandono,INICIAL
1606 - BONAO NORDESTE,2022-2023,distrito,16 - COTUI,1606 - BONAO NORDESTE,1.7,abandono,INICIAL
1607 - VILLA LA MATA,2022-2023,distrito,16 - COTUI,1607 - VILLA LA MATA,0.9,abandono,INICIAL
17 - MONTE PLATA,2022-2023,regional,17 - MONTE PLATA,,1.8,abandono,INICIAL
1701 - YAMASA,2022-2023,distrito,17 - MONTE PLATA,1701 - YAMASA,2.3,abandono,INICIAL
1702 - MONTE PLATA,2022-2023,distrito,17 - MONTE PLATA,1702 - MONTE PLATA,1.2,abandono,INICIAL
1703 - BAYAGUANA,2022-2023,distrito,17 - MONTE PLATA,1703 - BAYAGUANA,1.5,abandono,INICIAL
1704 - SABANA GRANDE DE BOYA,2022-2023,distrito,17 - MONTE PLATA,1704 - SABANA GRANDE DE BOYA,1.9,abandono,INICIAL
1705 - ESPERALVILLO,2022-2023,distrito,17 - MONTE PLATA,1705 - ESPERALVILLO,2.4,abandono,INICIAL
18 - BAHORUCO,2022-2023,regional,18 - BAHORUCO,,1.6,abandono,INICIAL
1801 - NEYBA,2022-2023,distrito,18 - BAHORUCO,1801 - NEYBA,1.5,abandono,INICIAL
1802 - TAMAYO,2022-2023,distrito,18 - BAHORUCO,1802 - TAMAYO,0.5,abandono,INICIAL
1803 - VILLA JARAGUA,2022-2023,distrito,18 - BAHORUCO,1803 - VILLA JARAGUA,0.4,abandono,INICIAL
1804 - JIMANI,2022-2023,distrito,18 - BAHORUCO,1804 - JIMANI,3.1,abandono,INICIAL
1805 - DUVERGE,2022-2023,distrito,18 - BAHORUCO,1805 - DUVERGE,1.7,abandono,INICIAL
TOTAL,2023-2024,total,,,1.5,abandono,INICIAL
01 - BARAHONA,2023-2024,regional,01 - BARAHONA,,0.9,abandono,INICIAL
0101 - PEDERNALES,2023-2024,distrito,01 - BARAHONA,0101 - PEDERNALES,1.0,abandono,INICIAL
0102 - ENRIQUILLO,2023-2024,distrito,01 - BARAHONA,0102 - ENRIQUILLO,1.8,abandono,INICIAL
0103 - BARAHONA,2023-2024,distrito,01 - BARAHONA,0103 - BARAHONA,0.8,abandono,INICIAL
0104 - CABRAL,2023-2024,distrito,01 - BARAHONA,0104 - CABRAL,1.7,abandono,INICIAL
0105 - VICENTE NOBLE,2023-2024,distrito,01 - BARAHONA,0105 - VICENTE NOBLE,0.3,abandono,INICIAL
02 - SAN JUAN DE LA MAGUANA,2023-2024,regional,02 - SAN JUAN DE LA MAGUANA,,2.1,abandono,INICIAL
0201 - COMENDADOR,2023-2024,distrito,02 - SAN JUAN DE LA MAGUANA,0201 - COMENDADOR,3.5,abandono,INICIAL
0202 - PEDRO SANTANA,2023-2024,distrito,02 - SAN JUAN DE LA MAGUANA,0202 - PEDRO SANTANA,6.3,abandono,INICIAL
0203 - LAS MATAS DE FARFAN,2023-2024,distrito,02 - SAN JUAN DE LA MAGUANA,0203 - LAS MATAS DE FARFAN,1.2,abandono,INICIAL
0204 - EL CERCADO,2023-2024,distrito,02 - SAN JUAN DE LA MAGUANA,0204 - EL CERCADO,4.2,abandono,INICIAL
0205 - SAN JUAN ESTE,2023-2024,distrito,02 - SAN JUAN DE LA MAGUANA,0205 - SAN JUAN ESTE,2.0,abandono,INICIAL
0206 - SAN JUAN OESTE,2023-2024,distrito,02 - SAN JUAN DE LA MAGUANA,0206 - SAN JUAN OESTE,1.0,abandono,INICIAL
0207 - HONDO VALLE,2023-2024,distrito,02 - SAN JUAN DE LA MAGUANA,0207 - HONDO VALLE,1.4,abandono,INICIAL
03 - AZUA,2023-2024,regional,03 - AZUA,,1.3,abandono,INICIAL
0301 - AZUA,2023-2024,distrito,03 - AZUA,0301 - AZUA,1.2,abandono,INICIAL
0302 - PADRE DE LAS CASAS,2023-2024,distrito,03 - AZUA,0302 - PADRE DE LAS CASAS,0.4,abandono,INICIAL
0303 - SAN JOSE DE OCOA,2023-2024,distrito,03 - AZUA,0303 - SAN JOSE DE OCOA,1.5,abandono,INICIAL
0304 - BANI,2023-2024,distrito,03 - AZUA,0304 - BANI,1.7,abandono,INICIAL
0305 - NIZAO,2023-2024,distrito,03 - AZUA,0305 - NIZAO,0.8,abandono,INICIAL
04 - SAN CRISTOBAL,2023-2024,regional,04 - SAN CRISTOBAL,,1.1,abandono,INICIAL
0401 - CAMBITA GARABITOS,2023-2024,distrito,04 - SAN CRISTOBAL,0401 - CAMBITA GARABITOS,0.9,abandono,INICIAL
0402 - SAN CRISTOBAL NORTE,2023-2024,distrito,04 - SAN CRISTOBAL,0402 - SAN CRISTOBAL NORTE,1.0,abandono,INICIAL
0403 - SAN CRISTOBAL SUR,2023-2024,distrito,04 - SAN CRISTOBAL,0403 - SAN CRISTOBAL SUR,0.7,abandono,INICIAL
0404 - VILLA ALTAGRACIA,2023-2024,distrito,04 - SAN CRISTOBAL,0404 - VILLA ALTAGRACIA,1.1,abandono,INICIAL
0405 - YAGUATE,2023-2024,distrito,04 - SAN CRISTOBAL,0405 - YAGUATE,0.0,abandono,INICIAL
0406 - HAINA,2023-2024,distrito,04 - SAN CRISTOBAL,0406 - HAINA,1.7,abandono,INICIAL
0407 - SAN GREGORIO DE NIGUA,2023-2024,distrito,04 - SAN CRISTOBAL,0407 - SAN GREGORIO DE NIGUA,0.6,abandono,INICIAL
05 - SAN PEDRO DE MACORIS,2023-2024,regional,05 - SAN PEDRO DE MACORIS,,1.5,abandono,INICIAL
0501 - SAN PEDRO DE MACORIS ESTE,2023-2024,distrito,05 - SAN PEDRO DE MACORIS,0501 - SAN PEDRO DE MACORIS ESTE,1.0,abandono,INICIAL
0502 - SAN PEDRO DE MACORIS OESTE,2023-2024,distrito,05 - SAN PEDRO DE MACORIS,0502 - SAN PEDRO DE MACORIS OESTE,1.7,abandono,INICIAL
0503 - LA ROMANA,2023-2024,distrito,05 - SAN PEDRO DE MACORIS,0503 - LA ROMANA,1.3,abandono,INICIAL
0504 - HATO MAYOR,2023-2024,distrito,05 - SAN PEDRO DE MACORIS,0504 - HATO MAYOR,2.3,abandono,INICIAL
0505 - SABANA DE LA MAR,2023-2024,distrito,05 - SAN PEDRO DE MACORIS,0505 - SABANA DE LA MAR,1.4,abandono,INICIAL
0506 - CONSUELO,2023-2024,distrito,05 - SAN PEDRO DE MACORIS,0506 - CONSUELO,2.2,abandono,INICIAL
0507 - SAN JOSE DE LOS LLANOS,2023-2024,distrito,05 - SAN PEDRO DE MACORIS,0507 - SAN JOSE DE LOS LLANOS,0.8,abandono,INICIAL
0508 - QUISQUEYA,2023-2024,distrito,05 - SAN PEDRO DE MACORIS,0508 - QUISQUEYA,1.7,abandono,INICIAL
0509 - EL VALLE,2023-2024,distrito,05 - SAN PEDRO DE MACORIS,0509 - EL VALLE,2.2,abandono,INICIAL
0510 - GUAYMATE,2023-2024,distrito,05 - SAN PEDRO DE MACORIS,0510 - GUAYMATE,0.5,abandono,INICIAL
0511 - VILLA HERMOSA,2023-2024,distrito,05 - SAN PEDRO DE MACORIS,0511 - VILLA HERMOSA,2.1,abandono,INICIAL
06 - LA VEGA,2023-2024,regional,06 - LA VEGA,,0.7,abandono,INICIAL
0601 - JOSE CONTRERAS,2023-2024,distrito,06 - LA VEGA,0601 - JOSE CONTRERAS,0.6,abandono,INICIAL
0602 - CONSTANZA,2023-2024,distrito,06 - LA VEGA,0602 - CONSTANZA,0.7,abandono,INICIAL
0603 - JARABACOA,2023-2024,distrito,06 - LA VEGA,0603 - JARABACOA,0.5,abandono,INICIAL
0604 - LA VEGA OESTE,2023-2024,distrito,06 - LA VEGA,0604 - LA VEGA OESTE,0.7,abandono,INICIAL
0605 - LA VEGA ESTE,2023-2024,distrito,06 - LA VEGA,0605 - LA VEGA ESTE,0.7,abandono,INICIAL
0606 - MOCA,2023-2024,distrito,06 - LA VEGA,0606 - MOCA,0.8,abandono,INICIAL
0607 - GASPAR HERNANDEZ,2023-2024,distrito,06 - LA VEGA,0607 - GASPAR HERNANDEZ,0.7,abandono,INICIAL
0608 - JAMAO AL NORTE,2023-2024,distrito,06 - LA VEGA,0608 - JAMAO AL NORTE,2.2,abandono,INICIAL
0609 - SAN VICTOR,2023-2024,distrito,06 - LA VEGA,0609 - SAN VICTOR,0.0,abandono,INICIAL
0610 - JIMA ABAJO,2023-2024,distrito,06 - LA VEGA,0610 - JIMA ABAJO,0.2,abandono,INICIAL
07 - SAN FRANCISCO DE MACORIS,2023-2024,regional,07 - SAN FRANCISCO DE MACORIS,,1.2,abandono,INICIAL
0701 - TENARES,2023-2024,distrito,07 - SAN FRANCISCO DE MACORIS,0701 - TENARES,1.0,abandono,INICIAL
0702 - SALCEDO,2023-2024,distrito,07 - SAN FRANCISCO DE MACORIS,0702 - SALCEDO,0.3,abandono,INICIAL
0703 - CASTILLO,2023-2024,distrito,07 - SAN FRANCISCO DE MACORIS,0703 - CASTILLO,2.0,abandono,INICIAL
0704 - VILLA RIVA,2023-2024,distrito,07 - SAN FRANCISCO DE MACORIS,0704 - VILLA RIVA,0.2,abandono,INICIAL
0705 - SAN FRANCISCO DE MACORIS SUR-E,2023-2024,distrito,07 - SAN FRANCISCO DE MACORIS,0705 - SAN FRANCISCO DE MACORIS SUR-E,2.3,abandono,INICIAL
0706 - SAN FRANCISCO DE MACORIS NOR-O,2023-2024,distrito,07 - SAN FRANCISCO DE MACORIS,0706 - SAN FRANCISCO DE MACORIS NOR-O,0.7,abandono,INICIAL
0707 - VILLA TAPIA,2023-2024,distrito,07 - SAN FRANCISCO DE MACORIS,0707 - VILLA TAPIA,0.1,abandono,INICIAL
08 - SANTIAGO,2023-2024,regional,08 - SANTIAGO,,1.3,abandono,INICIAL
0801 - SAN JOSE DE LAS MATAS,2023-2024,distrito,08 - SANTIAGO,0801 - SAN JOSE DE LAS MATAS,1.2,abandono,INICIAL
0802 - JANICO,2023-2024,distrito,08 - SANTIAGO,0802 - JANICO,0.8,abandono,INICIAL
0803 - SANTIAGO SUR-ESTE,2023-2024,distrito,08 - SANTIAGO,0803 - SANTIAGO SUR-ESTE,1.5,abandono,INICIAL
0804 - SANTIAGO NOROESTE,2023-2024,distrito,08 - SANTIAGO,0804 - SANTIAGO NOROESTE,1.5,abandono,INICIAL
0805 - SANTIAGO CENTRO-OESTE,2023-2024,distrito,08 - SANTIAGO,0805 - SANTIAGO CENTRO-OESTE,0.7,abandono,INICIAL
0806 - SANTIAGO NORESTE,2023-2024,distrito,08 - SANTIAGO,0806 - SANTIAGO NORESTE,1.8,abandono,INICIAL
0807 - VILLA BISONO (NAVARRETE),2023-2024,distrito,08 - SANTIAGO,0807 - VILLA BISONO (NAVARRETE),1.3,abandono,INICIAL
0808 - LICEY AL MEDIO,2023-2024,distrito,08 - SANTIAGO,0808 - LICEY AL MEDIO,0.9,abandono,INICIAL
0809 - TAMBORIL,2023-2024,distrito,08 - SANTIAGO,0809 - TAMBORIL,1.7,abandono,INICIAL
0810 - VILLA GONZALEZ,2023-2024,distrito,08 - SANTIAGO,0810 - VILLA GONZALEZ,1.1,abandono,INICIAL
09 - MAO,2023-2024,regional,09 - MAO,,1.7,abandono,INICIAL
0901 - MAO,2023-2024,distrito,09 - MAO,0901 - MAO,2.8,abandono,INICIAL
0902 - ESPERANZA,2023-2024,distrito,09 - MAO,0902 - ESPERANZA,0.8,abandono,INICIAL
0903 - SAN IGNACIO DE SABANETA,2023-2024,distrito,09 - MAO,0903 - SAN IGNACIO DE SABANETA,1.2,abandono,INICIAL
0904 - MONCION,2023-2024,distrito,09 - MAO,0904 - MONCION,1.7,abandono,INICIAL
0905 - LAGUNA SALADA,2023-2024,distrito,09 - MAO,0905 - LAGUNA SALADA,1.6,abandono,INICIAL
0906 - VILLA LOS ALMACIGOS,2023-2024,distrito,09 - MAO,0906 - VILLA LOS ALMACIGOS,0.0,abandono,INICIAL
10 - SANTO DOMINGO,2023-2024,regional,10 - SANTO DOMINGO,,1.5,abandono,INICIAL
1001 - VILLA MELLA,2023-2024,distrito,10 - SANTO DOMINGO,1001 - VILLA MELLA,1.9,abandono,INICIAL
1002 - SABANA PERDIDA,2023-2024,distrito,10 - SANTO DOMINGO,1002 - SABANA PERDIDA,1.8,abandono,INICIAL
1003 - SANTO DOMINGO NORESTE,2023-2024,distrito,10 - SANTO DOMINGO,1003 - SANTO DOMINGO NORESTE,1.4,abandono,INICIAL
1004 - SANTO DOMINGO ORIENTAL,2023-2024,distrito,10 - SANTO DOMINGO,1004 - SANTO DOMINGO ORIENTAL,1.3,abandono,INICIAL
1005 - BOCA CHICA,2023-2024,distrito,10 - SANTO DOMINGO,1005 - BOCA CHICA,1.6,abandono,INICIAL
1006 - MENDOZA,2023-2024,distrito,10 - SANTO DOMINGO,1006 - MENDOZA,1.3,abandono,INICIAL
1007 - SAN ANTONIO DE GUERRA,2023-2024,distrito,10 - SANTO DOMINGO,1007 - SAN ANTONIO DE GUERRA,1.4,abandono,INICIAL
11 - PUERTO PLATA,2023-2024,regional,11 - PUERTO PLATA,,1.7,abandono,INICIAL
1101 - SOSUA,2023-2024,distrito,11 - PUERTO PLATA,1101 - SOSUA,1.7,abandono,INICIAL
1102 - PUERTO PLATA,2023-2024,distrito,11 - PUERTO PLATA,1102 - PUERTO PLATA,2.1,abandono,INICIAL
1103 - IMBERT,2023-2024,distrito,11 - PUERTO PLATA,1103 - IMBERT,1.3,abandono,INICIAL
1104 - LUPERON,2023-2024,distrito,11 - PUERTO PLATA,1104 - LUPERON,0.5,abandono,INICIAL
1105 - ALTAMIRA,2023-2024,distrito,11 - PUERTO PLATA,1105 - ALTAMIRA,1.4,abandono,INICIAL
1106 - EL MAMEY,2023-2024,distrito,11 - PUERTO PLATA,1106 - EL MAMEY,0.4,abandono,INICIAL
1107 - VILLA ISABELA,2023-2024,distrito,11 - PUERTO PLATA,1107 - VILLA ISABELA,0.0,abandono,INICIAL
12 - HIGUEY,2023-2024,regional,12 - HIGUEY,,2.6,abandono,INICIAL
1201 - HIGUEY,2023-2024,distrito,12 - HIGUEY,1201 - HIGUEY,2.9,abandono,INICIAL
1202 - SAN RAFAEL DEL YUMA,2023-2024,distrito,12 - HIGUEY,1202 - SAN RAFAEL DEL YUMA,1.7,abandono,INICIAL
1203 - EL SEIBO,2023-2024,distrito,12 - HIGUEY,1203 - EL SEIBO,1.5,abandono,INICIAL
1204 - MICHES,2023-2024,distrito,12 - HIGUEY,1204 - MICHES,1.5,abandono,INICIAL
13 - MONTE CRISTI,2023-2024,regional,13 - MONTE CRISTI,,2.1,abandono,INICIAL
1301 - MONTE CRISTI,2023-2024,distrito,13 - MONTE CRISTI,1301 - MONTE CRISTI,3.3,abandono,INICIAL
1302 - GUAYUBIN,2023-2024,distrito,13 - MONTE CRISTI,1302 - GUAYUBIN,2.0,abandono,INICIAL
1303 - VILLA VASQUEZ,2023-2024,distrito,13 - MONTE CRISTI,1303 - VILLA VASQUEZ,1.0,abandono,INICIAL
1304 - DAJABON,2023-2024,distrito,13 - MONTE CRISTI,1304 - DAJABON,2.4,abandono,INICIAL
1305 - LOMA DE CABRERA,2023-2024,distrito,13 - MONTE CRISTI,1305 - LOMA DE CABRERA,2.2,abandono,INICIAL
1306 - RESTAURACION,2023-2024,distrito,13 - MONTE CRISTI,1306 - RESTAURACION,0.0,abandono,INICIAL
14 - NAGUA,2023-2024,regional,14 - NAGUA,,0.5,abandono,INICIAL
1401 - NAGUA,2023-2024,distrito,14 - NAGUA,1401 - NAGUA,0.8,abandono,INICIAL
1402 - CABRERA,2023-2024,distrito,14 - NAGUA,1402 - CABRERA,0.6,abandono,INICIAL
1403 - RIO SAN JUAN,2023-2024,distrito,14 - NAGUA,1403 - RIO SAN JUAN,0.2,abandono,INICIAL
1404 - SAMANA,2023-2024,distrito,14 - NAGUA,1404 - SAMANA,0.6,abandono,INICIAL
1405 - SANCHEZ,2023-2024,distrito,14 - NAGUA,1405 - SANCHEZ,0.2,abandono,INICIAL
1406 - EL FACTOR,2023-2024,distrito,14 - NAGUA,1406 - EL FACTOR,0.3,abandono,INICIAL
1407 - LAS TERRENAS,2023-2024,distrito,14 - NAGUA,1407 - LAS TERRENAS,0.1,abandono,INICIAL
15 - SANTO DOMINGO,2023-2024,regional,15 - SANTO DOMINGO,,2.0,abandono,INICIAL
1501 - LOS ALCARRIZOS,2023-2024,distrito,15 - SANTO DOMINGO,1501 - LOS ALCARRIZOS,2.5,abandono,INICIAL
1502 - SANTO DOMINGO CENTRO,2023-2024,distrito,15 - SANTO DOMINGO,1502 - SANTO DOMINGO CENTRO,3.1,abandono,INICIAL
1503 - SANTO DOMINGO SURCENTRAL,2023-2024,distrito,15 - SANTO DOMINGO,1503 - SANTO DOMINGO SURCENTRAL,0.8,abandono,INICIAL
1504 - SANTO DOMINGO NOROESTE,2023-2024,distrito,15 - SANTO DOMINGO,1504 - SANTO DOMINGO NOROESTE,1.8,abandono,INICIAL
1505 - HERRERA,2023-2024,distrito,15 - SANTO DOMINGO,1505 - HERRERA,2.1,abandono,INICIAL
1506 - PEDRO BRAND,2023-2024,distrito,15 - SANTO DOMINGO,1506 - PEDRO BRAND,1.6,abandono,INICIAL
16 - COTUI,2023-2024,regional,16 - COTUI,,0.7,abandono,INICIAL
1601 - COTUI,2023-2024,distrito,16 - COTUI,1601 - COTUI,0.5,abandono,INICIAL
1602 - FANTINO,2023-2024,distrito,16 - COTUI,1602 - FANTINO,0.7,abandono,INICIAL
1603 - CEVICOS,2023-2024,distrito,16 - COTUI,1603 - CEVICOS,0.0,abandono,INICIAL
1604 - BONAO SUROESTE,2023-2024,distrito,16 - COTUI,1604 - BONAO SUROESTE,0.7,abandono,INICIAL
1605 - PIEDRA BLANCA,2023-2024,distrito,16 - COTUI,1605 - PIEDRA BLANCA,1.3,abandono,INICIAL
1606 - BONAO NORDESTE,2023-2024,distrito,16 - COTUI,1606 - BONAO NORDESTE,0.7,abandono,INICIAL
1607 - VILLA LA MATA,2023-2024,distrito,16 - COTUI,1607 - VILLA LA MATA,0.5,abandono,INICIAL
17 - MONTE PLATA,2023-2024,regional,17 - MONTE PLATA,,1.2,abandono,INICIAL
1701 - YAMASA,2023-2024,distrito,17 - MONTE PLATA,1701 - YAMASA,1.2,abandono,INICIAL
1702 - MONTE PLATA,2023-2024,distrito,17 - MONTE PLATA,1702 - MONTE PLATA,0.3,abandono,INICIAL
1703 - BAYAGUANA,2023-2024,distrito,17 - MONTE PLATA,1703 - BAYAGUANA,1.7,abandono,INICIAL
1704 - SABANA GRANDE DE BOYA,2023-2024,distrito,17 - MONTE PLATA,1704 - SABANA GRANDE DE BOYA,1.9,abandono,INICIAL
1705 - ESPERALVILLO,2023-2024,distrito,17 - MONTE PLATA,1705 - ESPERALVILLO,1.4,abandono,INICIAL
18 - BAHORUCO,2023-2024,regional,18 - BAHORUCO,,1.1,abandono,INICIAL
1801 - NEYBA,2023-2024,distrito,18 - BAHORUCO,1801 - NEYBA,1.3,abandono,INICIAL
1802 - TAMAYO,2023-2024,distrito,18 - BAHORUCO,1802 - TAMAYO,0.8,abandono,INICIAL
1803 - VILLA JARAGUA,2023-2024,distrito,18 - BAHORUCO,1803 - VILLA JARAGUA,0.5,abandono,INICIAL
1804 - JIMANI,2023-2024,distrito,18 - BAHORUCO,1804 - JIMANI,1.1,abandono,INICIAL
1805 - DUVERGE,2023-2024,distrito,18 - BAHORUCO,1805 - DUVERGE,1.5,abandono,INICIAL
TOTAL,2024-2025,total,,,1.5,abandono,INICIAL
01 - BARAHONA,2024-2025,regional,01 - BARAHONA,,1.4,abandono,INICIAL
0101 - PEDERNALES,2024-2025,distrito,01 - BARAHONA,0101 - PEDERNALES,1.4,abandono,INICIAL
0102 - ENRIQUILLO,2024-2025,distrito,01 - BARAHONA,0102 - ENRIQUILLO,3.2,abandono,INICIAL
0103 - BARAHONA,2024-2025,distrito,01 - BARAHONA,0103 - BARAHONA,1.4,abandono,INICIAL
0104 - CABRAL,2024-2025,distrito,01 - BARAHONA,0104 - CABRAL,1.5,abandono,INICIAL
0105 - VICENTE NOBLE,2024-2025,distrito,01 - BARAHONA,0105 - VICENTE NOBLE,0.0,abandono,INICIAL
02 - SAN JUAN DE LA MAGUANA,2024-2025,regional,02 - SAN JUAN DE LA MAGUANA,,1.9,abandono,INICIAL
0201 - COMENDADOR,2024-2025,distrito,02 - SAN JUAN DE LA MAGUANA,0201 - COMENDADOR,3.7,abandono,INICIAL
0202 - PEDRO SANTANA,2024-2025,distrito,02 - SAN JUAN DE LA MAGUANA,0202 - PEDRO SANTANA,2.2,abandono,INICIAL
0203 - LAS MATAS DE FARFAN,2024-2025,distrito,02 - SAN JUAN DE LA MAGUANA,0203 - LAS MATAS DE FARFAN,1.8,abandono,INICIAL
0204 - EL CERCADO,2024-2025,distrito,02 - SAN JUAN DE LA MAGUANA,0204 - EL CERCADO,2.8,abandono,INICIAL
0205 - SAN JUAN ESTE,2024-2025,distrito,02 - SAN JUAN DE LA MAGUANA,0205 - SAN JUAN ESTE,0.9,abandono,INICIAL
0206 - SAN JUAN OESTE,2024-2025,distrito,02 - SAN JUAN DE LA MAGUANA,0206 - SAN JUAN OESTE,1.5,abandono,INICIAL
0207 - HONDO VALLE,2024-2025,distrito,02 - SAN JUAN DE LA MAGUANA,0207 - HONDO VALLE,4.9,abandono,INICIAL
03 - AZUA,2024-2025,regional,03 - AZUA,,1.1,abandono,INICIAL
0301 - AZUA,2024-2025,distrito,03 - AZUA,0301 - AZUA,1.5,abandono,INICIAL
